household_ID,dog_total,campaign_type,Strategy,ward,village,sub_village,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,RegionName.y,district
RCT1017,2,continuous,1,4,7,108,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1019,1,continuous,1,4,7,108,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1020,2,continuous,1,4,7,108,yes_vacc,2,0,yes_card,0,0,NA,no,2,Mara,1
RCT1021,4,continuous,1,4,7,108,no_vacc,NA,4,,0,0,NA,,NA,Mara,1
RCT1023,3,continuous,1,4,7,108,yes_vacc,3,0,yes_card,2,2,NA,no,3,Mara,1
RCT1024,2,continuous,1,4,7,108,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1013,2,continuous,1,4,7,75,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1012,2,continuous,1,4,7,75,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT1009,1,continuous,1,4,7,75,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1008,3,continuous,1,4,7,75,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1007,2,continuous,1,4,7,75,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1006,1,continuous,1,4,7,75,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1005,3,continuous,1,4,7,75,yes_vacc,3,0,yes_card,3,1,2,yes,3,Mara,1
RCT1014,2,continuous,1,4,7,75,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT1004,2,continuous,1,4,7,7,yes_vacc,2,0,yes_card,NA,2,NA,no,2,Mara,1
RCT1003,5,continuous,1,4,7,7,yes_vacc,1,4,yes_card,5,1,NA,no,1,Mara,1
RCT1002,6,continuous,1,4,7,7,yes_vacc,1,5,yes_card,6,1,NA,no,1,Mara,1
RCT1001,2,continuous,1,4,7,7,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
HS1903,3,continuous,1,4,7,7,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
HS1904,3,continuous,1,4,7,7,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
HS1905,1,continuous,1,4,7,7,yes_vacc,1,0,yes_card,NA,1,NA,no,1,Mara,1
HS1906,1,continuous,1,4,7,7,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1907,3,continuous,1,4,7,7,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
HS1908,1,continuous,1,4,7,7,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1910,2,continuous,1,4,17,87,yes_vacc,5,0,yes_card,2,2,NA,no,2,Mara,1
HS1911,1,continuous,1,4,17,87,yes_vacc,1,0,yes_card,NA,1,NA,no,1,Mara,1
HS1913,2,continuous,1,4,17,87,no_vacc,NA,2,,NA,0,NA,,NA,Mara,1
HS1914,1,continuous,1,4,17,87,yes_vacc,1,0,yes_card,NA,1,NA,no,1,Mara,1
HS1915,1,continuous,1,4,17,87,no_vacc,NA,1,,NA,0,NA,,NA,Mara,1
HS1916,5,continuous,1,4,17,87,yes_vacc,1,4,yes_card,NA,1,NA,no,1,Mara,1
HS1917,2,continuous,1,4,17,87,yes_vacc,1,1,yes_card,NA,1,NA,no,1,Mara,1
HS1918,3,continuous,1,4,17,87,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
HS1929,1,continuous,1,4,17,57,yes_vacc,1,0,yes_card,NA,0,NA,no,1,Mara,1
HS1930,1,continuous,1,4,17,57,yes_vacc,1,0,yes_card,NA,1,NA,no,1,Mara,1
HS1931,1,continuous,1,4,17,57,yes_vacc,1,0,yes_card,NA,1,NA,no,1,Mara,1
HS1933,3,continuous,1,4,17,57,no_vacc,NA,3,,NA,0,NA,,NA,Mara,1
HS1934,1,continuous,1,4,17,57,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1935,1,continuous,1,4,17,57,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
HS1936,2,continuous,1,4,17,57,yes_vacc,4,2,yes_card,NA,2,NA,no,2,Mara,1
HS1937,3,continuous,1,4,17,57,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,1
HS1938,2,continuous,1,4,17,57,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
HS1919,2,continuous,1,4,17,104,yes_vacc,2,0,yes_card,1,0,NA,no,2,Mara,1
HS1920,2,continuous,1,4,17,104,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
HS1921,1,continuous,1,4,17,104,yes_vacc,1,0,yes_card,NA,0,NA,no,1,Mara,1
HS1922,4,continuous,1,4,17,104,no_vacc,NA,4,,4,0,NA,,NA,Mara,1
HS1923,5,continuous,1,4,17,104,yes_vacc,1,4,yes_card,5,1,NA,no,1,Mara,1
HS1924,2,continuous,1,4,17,104,yes_vacc,2,0,yes_card,2,2,NA,no,0,Mara,1
HS1925,2,continuous,1,4,17,104,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
HS1926,1,continuous,1,4,17,104,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1927,1,continuous,1,4,17,104,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
HS1928,2,continuous,1,4,17,104,yes_vacc,0,2,yes_card,2,0,NA,no,2,Mara,1
HS1939,2,continuous,1,4,20,62,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
HS1940,1,continuous,1,4,20,62,yes_vacc,1,0,yes_card,NA,0,NA,no,1,Mara,1
HS1941,2,continuous,1,4,20,62,yes_vacc,2,0,yes_card,2,0,NA,no,2,Mara,1
HS1942,1,continuous,1,4,20,62,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,1
HS1943,3,continuous,1,4,20,62,yes_vacc,3,0,yes_card,2,2,NA,no,3,Mara,1
HS1944,2,continuous,1,4,20,62,yes_vacc,0,2,no_card,2,0,NA,no,2,Mara,1
HS1945,2,continuous,1,4,20,62,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,1
HS1946,7,continuous,1,4,20,62,yes_vacc,1,6,yes_card,7,1,NA,no,1,Mara,1
HS1947,6,continuous,1,4,20,62,yes_vacc,3,3,yes_card,4,3,NA,no,3,Mara,1
HS1948,4,continuous,1,4,20,62,no_vacc,NA,4,,2,0,NA,,NA,Mara,1
HS1950,2,continuous,1,4,20,86,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
HS1951,2,continuous,1,4,20,86,yes_vacc,3,0,yes_card,1,1,NA,no,3,Mara,1
HS1949,2,continuous,1,4,20,86,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
HS1963,1,continuous,1,4,20,86,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1962,3,continuous,1,4,20,86,yes_vacc,2,1,yes_card,3,2,NA,no,1,Mara,1
HS1961,1,continuous,1,4,20,86,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1964,1,continuous,1,4,20,86,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1966,1,continuous,1,4,20,86,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,1
HS1965,5,continuous,1,4,20,86,yes_vacc,3,2,yes_card,5,3,NA,no,3,Mara,1
HS1874,3,continuous,1,4,20,86,yes_vacc,2,1,yes_card,3,2,1,yes,3,Mara,1
HS1873,4,continuous,1,4,20,86,yes_vacc,2,2,yes_card,2,0,NA,no,0,Mara,1
HS1953,1,continuous,1,4,20,86,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1954,1,continuous,1,4,20,86,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,1
HS1955,10,continuous,1,4,20,86,no_vacc,NA,10,,10,0,NA,,NA,Mara,1
HS1956,1,continuous,1,4,20,86,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
HS1957,1,continuous,1,4,20,86,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1958,2,continuous,1,4,20,86,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
HS1959,1,continuous,1,4,20,86,no_vacc,NA,1,,NA,0,NA,,NA,Mara,1
HS1976,2,continuous,1,4,22,55,yes_vacc,2,0,yes_card,1,0,NA,no,0,Mara,1
HS1975,2,continuous,1,4,22,55,yes_vacc,2,0,yes_card,NA,0,NA,no,0,Mara,1
HS1974,1,continuous,1,4,22,55,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
HS1973,1,continuous,1,4,22,55,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,1
HS1972,1,continuous,1,4,22,55,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
HS1971,2,continuous,1,4,22,55,yes_vacc,2,1,yes_card,2,1,NA,no,2,Mara,1
HS1970,2,continuous,1,4,22,55,yes_vacc,2,0,yes_card,1,0,NA,no,2,Mara,1
HS1969,4,continuous,1,4,22,55,yes_vacc,2,2,yes_card,3,2,NA,no,2,Mara,1
HS1968,1,continuous,1,4,22,55,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1967,5,continuous,1,4,22,55,yes_vacc,5,0,yes_card,3,3,NA,no,0,Mara,1
HS1986,3,continuous,1,4,22,127,yes_vacc,3,0,yes_card,1,1,NA,no,3,Mara,1
HS1987,4,continuous,1,4,22,127,unknown,NA,4,,1,0,NA,,NA,Mara,1
HS1988,2,continuous,1,4,22,127,yes_vacc,2,0,unknown,2,2,NA,no,2,Mara,1
HS1996,2,continuous,1,4,22,127,yes_vacc,2,0,yes_card,2,2,NA,no,3,Mara,1
HS1990,5,continuous,1,4,22,127,no_vacc,NA,5,,5,0,NA,,NA,Mara,1
HS1991,2,continuous,1,4,22,127,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
HS1992,1,continuous,1,4,22,127,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
HS1993,1,continuous,1,4,22,127,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,1
HS1994,2,continuous,1,4,22,127,unknown,NA,0,,1,0,NA,,NA,Mara,1
HS1995,1,continuous,1,4,22,127,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
HS1977,1,continuous,1,4,22,11,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,1
HS1978,2,continuous,1,4,22,11,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
HS1979,2,continuous,1,4,22,11,yes_vacc,2,0,yes_card,2,2,NA,no,1,Mara,1
HS1980,2,continuous,1,4,22,11,yes_vacc,2,0,yes_card,2,2,NA,no,0,Mara,1
HS1981,1,continuous,1,4,22,11,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
HS1982,3,continuous,1,4,22,11,yes_vacc,3,0,yes_card,3,3,NA,no,0,Mara,1
HS1983,2,continuous,1,4,22,11,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
HS1984,4,continuous,1,4,22,11,yes_vacc,4,0,yes_card,2,2,NA,no,4,Mara,1
HS1985,4,continuous,1,4,22,11,yes_vacc,4,0,yes_card,1,1,NA,no,4,Mara,1
HS1989,2,continuous,1,4,22,11,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1035,3,continuous,3,9,34,54,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,1
RCT1034,4,continuous,3,9,34,54,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,1
RCT1033,1,continuous,3,9,34,54,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1032,3,continuous,3,9,34,54,yes_vacc,1,2,yes_card,2,0,NA,no,1,Mara,1
RCT1045,1,continuous,3,9,34,97,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1044,3,continuous,3,9,34,97,yes_vacc,1,2,no_card,2,1,NA,no,1,Mara,1
RCT1043,1,continuous,3,9,34,97,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1042,1,continuous,3,9,34,97,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1041,2,continuous,3,9,34,97,yes_vacc,2,2,yes_card,2,0,NA,no,0,Mara,1
RCT1040,4,continuous,3,9,34,97,yes_vacc,3,1,yes_card,3,2,NA,no,2,Mara,1
RCT1039,4,continuous,3,9,34,97,yes_vacc,2,2,yes_card,3,2,NA,no,2,Mara,1
RCT1038,3,continuous,3,9,34,97,yes_vacc,2,1,yes_card,2,2,NA,no,2,Mara,1
RCT1037,1,continuous,3,9,34,97,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1036,4,continuous,3,9,34,97,yes_vacc,3,1,yes_card,3,3,NA,no,3,Mara,1
RCT1055,1,continuous,3,9,34,53,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1054,1,continuous,3,9,34,53,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1053,1,continuous,3,9,34,53,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1052,2,continuous,3,9,34,53,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1051,2,continuous,3,9,34,53,yes_vacc,1,1,yes_card,2,1,1,yes,1,Mara,1
RCT1050,1,continuous,3,9,34,53,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1049,3,continuous,3,9,34,53,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
RCT1048,3,continuous,3,9,34,53,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
RCT1047,1,continuous,3,9,34,53,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1046,3,continuous,3,9,34,53,yes_vacc,3,0,no_card,3,3,NA,no,3,Mara,1
RCT0520,6,continuous,3,9,39,117,yes_vacc,3,3,yes_card,5,3,NA,no,3,Mara,1
RCT0519,1,continuous,3,9,39,117,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0518,1,continuous,3,9,39,117,no_vacc,NA,0,,1,0,NA,,NA,Mara,1
RCT0517,1,continuous,3,9,39,117,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0516,1,continuous,3,9,39,117,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0515,1,continuous,3,9,39,117,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0514,5,continuous,3,9,39,117,yes_vacc,2,3,yes_card,5,2,3,yes,2,Mara,1
RCT0513,1,continuous,3,9,39,117,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0512,1,continuous,3,9,39,117,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0511,2,continuous,3,9,39,117,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT0510,1,continuous,3,9,39,129,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0509,2,continuous,3,9,39,129,yes_vacc,2,0,unknown,2,0,2,yes,0,Mara,1
RCT0508,4,continuous,3,9,39,129,yes_vacc,3,1,yes_card,4,2,1,yes,3,Mara,1
RCT1085,2,continuous,3,9,32,0,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1084,1,continuous,3,9,32,0,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1083,3,continuous,3,9,32,0,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
RCT1082,2,continuous,3,9,32,0,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1081,2,continuous,3,9,32,0,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1080,6,continuous,3,9,32,0,yes_vacc,1,5,yes_card,1,1,NA,no,1,Mara,1
RCT1079,1,continuous,3,9,32,0,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1078,1,continuous,3,9,32,0,yes_vacc,1,0,yes_card,1,0,NA,no,0,Mara,1
RCT1077,1,continuous,3,9,32,0,yes_vacc,1,1,no_card,1,1,NA,no,0,Mara,1
RCT1056,2,continuous,3,9,32,0,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1076,2,continuous,3,9,32,125,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT1075,1,continuous,3,9,32,125,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1074,3,continuous,3,9,32,125,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1073,1,continuous,3,9,32,125,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1072,8,continuous,3,9,32,125,yes_vacc,4,4,yes_card,8,4,NA,no,4,Mara,1
RCT1071,1,continuous,3,9,32,125,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1070,1,continuous,3,9,32,125,yes_vacc,1,0,no_card,1,1,NA,no,0,Mara,1
RCT1069,4,continuous,3,9,32,125,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,1
RCT1068,4,continuous,3,9,32,125,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,1
RCT1067,2,continuous,3,9,32,125,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1066,3,continuous,3,9,32,66,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1065,1,continuous,3,9,32,66,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1064,2,continuous,3,9,32,66,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1063,5,continuous,3,9,32,66,no_vacc,NA,5,,5,0,NA,,NA,Mara,1
RCT1062,2,continuous,3,9,32,66,yes_vacc,1,0,yes_card,2,1,NA,no,1,Mara,1
RCT1061,3,continuous,3,9,32,66,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1060,1,continuous,3,9,32,66,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1059,3,continuous,3,9,32,66,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1058,1,continuous,3,9,32,66,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1057,1,continuous,3,9,32,66,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1093,2,continuous,2,1,29,107,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1095,1,continuous,2,1,29,107,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1094,2,continuous,2,1,29,107,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1092,1,continuous,2,1,29,107,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1091,1,continuous,2,1,29,107,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1090,2,continuous,2,1,29,107,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1089,1,continuous,2,1,29,107,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1088,1,continuous,2,1,29,107,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1087,12,continuous,2,1,29,107,yes_vacc,6,0,yes_card,12,6,NA,no,6,Mara,1
RCT1086,1,continuous,2,1,29,107,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1105,2,continuous,2,1,29,52,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1104,1,continuous,2,1,29,52,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1103,1,continuous,2,1,29,52,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1102,2,continuous,2,1,29,52,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1101,1,continuous,2,1,29,52,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1100,1,continuous,2,1,29,52,yes_vacc,1,0,no_card,1,1,NA,no,1,Mara,1
RCT1099,2,continuous,2,1,29,52,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1098,3,continuous,2,1,29,52,no_vacc,NA,3,,1,0,NA,,NA,Mara,1
RCT1097,1,continuous,2,1,29,52,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1096,4,continuous,2,1,29,52,yes_vacc,4,0,yes_card,0,0,NA,no,4,Mara,1
RCT1115,2,continuous,2,1,29,110,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1114,2,continuous,2,1,29,110,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1113,1,continuous,2,1,29,110,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1112,1,continuous,2,1,29,110,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1111,3,continuous,2,1,29,110,yes_vacc,2,1,yes_card,2,2,NA,no,2,Mara,1
RCT1110,2,continuous,2,1,29,110,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1109,2,continuous,2,1,29,110,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1108,3,continuous,2,1,29,110,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1107,2,continuous,2,1,29,110,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT1106,3,continuous,2,1,29,110,no_vacc,NA,3,,3,0,NA,,NA,Mara,1
RCT1125,1,continuous,2,1,27,105,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1124,2,continuous,2,1,27,105,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT1123,1,continuous,2,1,27,105,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1122,1,continuous,2,1,27,105,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,1
RCT1121,1,continuous,2,1,27,105,no_vacc,NA,0,,1,1,NA,,NA,Mara,1
RCT1120,1,continuous,2,1,27,105,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1119,1,continuous,2,1,27,105,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1118,1,continuous,2,1,27,105,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1117,1,continuous,2,1,27,105,yes_vacc,1,0,no_card,1,0,NA,no,0,Mara,1
RCh1106,2,continuous,2,1,27,105,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1135,4,continuous,2,1,27,102,yes_vacc,2,2,yes_card,2,2,NA,no,2,Mara,1
RCT1134,1,continuous,2,1,27,102,yes_vacc,1,0,no_card,1,1,NA,no,0,Mara,1
RCT1133,2,continuous,2,1,27,102,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1132,3,continuous,2,1,27,102,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1131,2,continuous,2,1,27,102,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
